dscode,ISIN,name,country
933240,ANN4327C1220,HUNTER DOUGLAS,NL
932374,BE0003005957,BELGOLAISE,BE
929327,BE0003008019,BQ.NALE.DE BLGQ.SA,BE
932376,BE0003010031,CREDIT GENERAL,BE
932378,BE0003016095,BELGO-KATANGA,BE
929328,BE0003031243,ELECTRORAIL,BE
932414,BE0003064574,UNIBRA SA,BE
932388,BE0003121176,FAGAZ,BE
932539,BE0003180768,MERCANTILE BELIARD,BE
932559,BE0003215143,FLORIDIENNE SA,BE
932572,BE0003241404,ANDERLUES,BE
932589,BE0003274736,CHARLEROI GLACES,BE
932596,BE0003286854,BETONS SOC.BELGE,BE
932601,BE0003294932,UNIES DE PHORPHYRE SA,BE
932638,BE0003359610,NORD SUMATRA SA,BE
932651,BE0003381838,PROMINTER,BE
922751,BE0003432375,WAGONS-LITS,BE
932732,BE0003434397,CATALA PAPETERIES SA,BE
912543,BE0003470755,SOLVAY SA,BE
932549,BE0003499077,ASTURIENNE,BE
932389,BE0003500080,SOCFIN SA,BE
932560,BE0003503118,PCB DIS SA,BE
932654,BE0003519270,BROUWERIJ,BE
932724,BE0003528362,FORD MTR.BELGIUM,BE
932630,BE0003529378,AGRICOM AGRIGES,BE
932516,BE0003541498,FAB.FER.CHARLEROI,BE
945992,BE0003545531,SOLVAC,BE
916015,BE0003555639,TESSENDERLO GROUP NV,BE
929349,BE0003562700,DELHAIZE GROUP,BE
923102,BE0003565737,KBC GROEP NV,BE
361261,BE0003571792,WOLUWE SHOPPING,BE
779366,BE0003573814,TER BEKE NV,BE
540017,BE0003575835,ROSIER SA,BE
932531,BE0003586949,BMT,BE
932392,BE0003592038,CIE.DU BOIS SAUVAGE,BE
143451,BE0003593044,COFINIMMO,BE
932451,BE0003599108,CIE.IMMOB.DE BLGQ.SA,BE
361262,BE0003600112,L INVESTI.FONC.WOLUWE,BE
772834,BE0003601128,WALIBI,BE
866800,BE0003602134,MOURY CONSTRUCT SA,BE
505325,BE0003604155,LOTUS BAKERIES NV,BE
932383,BE0003622330,BERHEIM COMOFI,BE
540015,BE0003624351,DEFICOM GROUP,BE
932565,BE0003625366,SAPEC SA,BE
932512,BE0003632438,UNIWEAR,BE
505566,BE0003636470,POLYPAL EUROPE,BE
904934,BE0003637486,ELECTRABEL SA,BE
308969,BE0003646578,CITY HOTELS SA,BE
916168,BE0003647584,BBL,BE
916651,BE0003652634,GENERALE BANQUE,BE
932546,BE0003654655,SC.ANYME.BELGE DE CNUT.,BE
923969,BE0003656676,RECTICEL,BE
932590,BE0003659704,MECANIVER,BE
307672,BE0003662732,QUICK RESTAURANT,BE
932709,BE0003675866,BERGINVEST,BE
866248,BE0003678894,BEFIMMO SCA,BE
866635,BE0003682938,UCO TEXTILES,BE
142621,BE0003685964,KORAMIC SA,BE
885514,BE0003688026,NEUHAUS,BE
885849,BE0003696102,ACCENTIS SA,BE
885959,BE0003697118,BRANTANO,BE
892021,BE0003699130,GIMV NV,BE
929322,BE0003703171,ALMANIJ,BE
673885,BE0003706208,CIBIX,BE
892876,BE0003707214,RESILUX SA,BE
892985,BE0003708220,ASSOCIATED WEAVERS SA,BE
901864,BE0003717312,SOFINA SA,BE
673770,BE0003720340,RETAIL ESTATES SA,BE
932525,BE0003723377,BELUGA NV,BE
682866,BE0003724383,WERELDHAVE BELGIUM NV,BE
685143,BE0003727410,FARDIS,BE
685021,BE0003729432,PHOTO HALL,BE
685625,BE0003731453,MIKO SA,BE
685679,BE0003734481,WAREHOUSES REITS,BE
685686,BE0003735496,ORANGE BELGIUM SA,BE
692049,BE0003737518,REMI CLAEYS ALUMINIUM,BE
916676,BE0003739530,UCB SA,BE
692033,BE0003740546,GENK LOGISTICS,BE
692036,BE0003741551,ROULARTA MEDIA GROUP NV,BE
881905,BE0003743573,SIOEN INDUSTRIES,BE
692135,BE0003744589,ONTEX,BE
692657,BE0003748622,IEP INVEST,BE
692782,BE0003749638,VPK PACKAGING GROUP NV,BE
692641,BE0003750644,SIREF,BE
692894,BE0003752665,FOUNTAIN SA,BE
692931,BE0003753671,BUREAU VAN DIJK CS SA,BE
672548,BE0003755692,AGFA-GEVAERT NV,BE
692943,BE0003756708,IMAGE RECOG.INTEG.SYS.SA,BE
672525,BE0003758720,CARESTEL GROUP,BE
672616,BE0003760742,HOME INVEST BELGIUM SA,BE
672614,BE0003761757,MITISKA,BE
672624,BE0003762763,DUVEL MOORTGAT NV,BE
755087,BE0003764785,ACKERMANS & VAN HAAREN,BE
672653,BE0003765790,GREENYARD,BE
682862,BE0003766806,ION BEAM APPLICATIONS SA,BE
672702,BE0003770840,LEASINVEST RLST.COMM VA,BE
672728,BE0003771855,PAIRI DAIZA STRIP WPR,BE
885551,BE0003773877,SOFTIMAT,BE
276426,BE0003776904,DOLMEN COMPUTERS,BE
276766,BE0003778926,ARIANE GROUP,BE
276601,BE0003781953,KEYTRADE BANK SA,BE
288980,BE0003782969,ARINSO INTERNATIONAL,BE
681806,BE0003785020,OMEGA PHARMA NV,BE
289186,BE0003786036,CONNECT GROUP,BE
932509,BE0003787042,AUXIMINES SA,BE
702097,BE0003788057,TELINDUS GROUP SA,BE
702511,BE0003789063,DECEUNINCK ECH,BE
258594,BE0003795128,BIOTECH (BRU),BE
930132,BE0003797140,GROEP BRUSSEL LAMBERT NV,BE
932652,BE0003798155,SEDE.SVS.DPRTS.DE DIR.ET,BE
308703,BE0003799161,CONCENTRA SA,BE
259321,BE0003800175,DOCPHARMA,BE
14910P,BE0003802197,DISTRIGAZ,BE
143005,BE0003804219,THINK-MEDIA NV,BE
932543,BE0003807246,PICANOL NV,BE
27189U,BE0003808251,EXMAR NV,BE
28193C,BE0003809267,IMMO ZENOBE GRAMME NV,BE
27597M,BE0003810273,PROXIMUS SA,BE
29848W,BE0003816338,EURONAV NV,BE
929356,BE0003817344,CMB,BE
30812C,BE0003819365,CUMERIO,BE
685755,BE0003820371,EVS BROADCAST EQU.SA,BE
31174F,BE0003821387,DEVGEN NV,BE
31250R,BE0003822393,ELIA GROUP SA,BE
932407,BE0003823409,TUBIZE FINANCIERE SA,BE
31347H,BE0003824415,PROXIMEDIA,BE
540011,BE0003825420,CAMPINE SA,BE
32011D,BE0003826436,TELENET GROUP HOLDING NV,BE
32363J,BE0003827442,ZETES INDUSTRIES,BE
32357U,BE0003829463,REIBEL BELGIUM,BE
32527D,BE0003832491,NEWTREE SA,BE
35984T,BE0003834513,OPTION TRADING COMPANY,BE
27399U,BE0003836534,CRESCENT NV,BE
932382,BE0003837540,ATENOR,BE
892877,BE0003839561,VAN DE VELDE,BE
36119T,BE0003840577,EVADIX SA,BE
36179X,BE0003844611,MDXHEALTH SA,BE
932401,BE0003845626,CIE.NALE.A PTF.,BE
36232R,BE0003846632,OXURION NV,BE
410202,BE0003847648,U&I LEARNING,BE
41293M,BE0003851681,AEDIFICA,BE
41267M,BE0003853703,MONTEA COMM VA,BE
41311N,BE0003854719,PORTHUS NV,BE
41436U,BE0003855724,PUNCH TELEMATIX NV,BE
892046,BE0003858751,JENSEN-GROUP NV,BE
41474X,BE0003859767,METRIS NV,BE
50325E,BE0003864817,TIGENIX NV,BE
258619,BE0003867844,KBC ANCORA BV,BE
50559R,BE0003868859,ALFACAM GROUP NV,BE
50673F,BE0003869865,TRANSICS INTL.,BE
50728H,BE0003870871,BANIMMO,BE
50643R,BE0003871887,ECODIS NV,BE
916650,BE0003873909,HENEX,BE
51129T,BE0003874915,FAGRON,BE
51218U,BE0003877942,ABLYNX,BE
51383M,BE0003878957,VGP,BE
27481N,BE0003880979,KEYWARE TECHS.NV,BE
51452D,BE0003882025,VISION IT GROUP (D),BE
929336,BE0003883031,AANNEMINGSMAATSCHAPPIJ,BE
53614K,BE0003893139,IMMO MOURY (D),BE
932404,BE0003898187,SIPEF SA,BE
885888,BE0003899193,REALDOLMEN SA,BE
505020,BE0036416411,SUN INTL.,BE
27884L,BE0045646560,EPIQ NV,BE
885371,BE0109336173,AS.CHAUSSEE DE LA HULPE,BE
27268V,BE0132053365,ICOS VISION SYS.CORP.,BE
26624K,BE0160220738,INNOGENETICS NV,BE
866707,BE0160342011,COIL NV,FR
27763E,BE0161426185,ARTWORK SYSTEMS GROUP NV,BE
25544L,BE0165385973,MELEXIS NV,BE
414632,BE0946620946,RENTABILIWEB GROUP,BE
950997,BE0974256852,COLRUYT,BE
932532,BE0974258874,BEKAERT SA,BE
932706,BE0974259880,D IETEREN NV,BE
89416U,BE0974260896,CELYAD ONCOLOGY,BE
932408,BE0974263924,SC.FINC.ET DE GEST.TEXAF,BE
929303,BE0974264930,AGEAS SA,BE
866714,BE0974265945,FLUXYS BELGIUM NV,BE
89258K,BE0974268972,BPOST SA,BE
93086K,BE0974271034,VIOHALCO SA,BE
93763K,BE0974272040,QRF COMM VA,BE
673493,BE0974274061,KINEPOLIS GROUP,BE
53546D,BE0974275076,2VALORISE NV,BE
8912HP,BE0974276082,ONTEX GROUP,BE
53986K,BE0974278104,ABO-GROUP ENVIRONMENT NV,BE
9293V2,BE0974280126,BONE THERAPEUTIC,BE
9447EW,BE0974281132,BIOCARTIS,BE
94630F,BE0974282148,TINC,BE
9662ZR,BE0974283153,MITHRA SA,BE
8746A0,BE0974288202,XIOR STUDENT HOUSING,BE
7291Z7,BE0974289218,ASIT AIW,BE
885000,BE0974290224,DEXIA,BE
289504,BE0974293251,ANHEUSER-BUSCH INBEV SA,BE
51218T,BE0974294267,NYRSTAR NV,BE
885501,BE0974300320,ECKERT-ZIEGLER BG,BE
2727PY,BE0974302342,PHARMASIMPLE SA,FR
2753M6,BE0974303357,CENERGY HOLDINGS,BE
9055ZH,BE0974310428,X-FAB,FR
932515,BE0974311434,ZENITEL SA,BE
729463,BE0974313455,ECONOCOM GROUP SE,BE
9103Y2,BE0974314461,BALTA GROUP WI,BE
929345,BE0974320526,UMICORE SA,BE
755353,BE0974323553,SMARTPHOTO GROUP SA,BE
9318FC,BE0974334667,AUDIOVALLEY SA,FR
672654,BE0974349814,WAREHOUSES DE PAUW NV,BE
892030,BE0974352842,HAMON & CIE (INTL.) SA,BE
729569,BE0974362940,BARCO NV,BE
673339,CH0000491206,TFS,FR
673879,CH0008853209,AGTA RECORD,FR
7080EZ,CH0308403085,GENEURO,FR
997815,CM0000035113,STE ANYME.DES BRAS.DU,FR
999423,CWN814651014,MOREFIELD GROUP,NL
9166RF,CY0104972217,PRIMECITY INV.PLC.,FR
729878,FR0000030017,AIR FRANCE EUROPE,FR
936574,FR0000030066,BQ.TRANSATLANTIQUE,FR
936724,FR0000030074,MALTERIES F-BELGES,FR
504821,FR0000030124,PAUL PREDAULT SA,FR
998071,FR0000030140,SOC FR GEST.INVESTI.SA,FR
776580,FR0000030181,FONCIERE DVPPT.LOGEMENTS,FR
929259,FR0000030231,GENERALE FRANCE,FR
936789,FR0000030488,SAFIC ALCAN,FR
505288,FR0000030595,ILE DE FRANCE PHARMAC,FR
997953,FR0000030611,GALIMMO SCA,FR
929369,FR0000030678,SALINS DU MIDI,FR
885500,FR0000030827,IGE + XAO SA,FR
885499,FR0000030942,ATN,FR
929290,FR0000031023,ELECTRICITE STRASBOURG,FR
997830,FR0000031056,CENTENAIRE-BLANZY,FR
885047,FR0000031106,TROC DE L'ILE,FR
929286,FR0000031122,AIR FRANCE-KLM,FR
997560,FR0000031171,OXYGENE EO.,FR
142523,FR0000031197,EXXON MOBIL CHEMICAL,FR
776514,FR0000031213,CONFLANDEY SA,FR
504836,FR0000031312,HUREL DUBOIS,FR
772605,FR0000031320,DAKAR SAINT-LOUIS,FR
929798,FR0000031353,PETIT BATEAU,FR
885538,FR0000031536,ROYAL CANIN,FR
885550,FR0000031551,NORCAN,FR
905529,FR0000031569,MARIE BRIZARD,FR
772692,FR0000031577,VIRBAC,FR
936799,FR0000031684,ROTHSCHILD & CO,FR
936850,FR0000031734,ELYO(EX-UFINER-COFRETH),FR
916166,FR0000031767,ROULEAU GUICHARD,FR
997836,FR0000031775,VICAT SA,FR
916395,FR0000031809,DEVANLAY,FR
936808,FR0000031973,FAYENCERI SARREGUEMIN,FR
772311,FR0000032195,DELACHAUX,FR
702529,FR0000032252,DEVILLE,FR
702574,FR0000032278,LATECOERE,FR
702653,FR0000032294,CARDIF,FR
702598,FR0000032302,MANUTAN INTERNATIONAL SA,FR
729663,FR0000032344,BENEDICTINE,FR
772613,FR0000032393,EDITIONS BELFOND,FR
772668,FR0000032401,RAZEL FRERES,FR
745155,FR0000032468,EXPAND,FR
701577,FR0000032476,IMMOB.COMPLEXES COMMERC.,FR
772675,FR0000032492,SERVICES TRANSPORTS,FR
741849,FR0000032526,GUERBET,FR
701882,FR0000032567,SUPRA,FR
936933,FR0000032658,SYNERGIE SA,FR
741155,FR0000032922,GO SPORT,FR
772625,FR0000032930,GRAND LIVRE MOIS,FR
776595,FR0000033003,TOUAX SGTR CITE SGT CMTE,FR
772584,FR0000033060,BQ.VERNES ARTESIA,FR
755307,FR0000033086,CASCADES,FR
936721,FR0000033110,LOUVRE (STE DU),FR
930413,FR0000033136,FINAXA,FR
923518,FR0000033201,PNEUMATIQUES KLEBER,FR
772684,FR0000033219,ALTAREA,FR
936965,FR0000033243,IMMOBILIERE DASSAULT SA,FR
936860,FR0000033268,VIRAX,FR
776576,FR0000033318,SUCRIERE PITHIVIERS,FR
772640,FR0000033326,LOXXIA EX-LOCAMIC,FR
929165,FR0000033409,SOCIETE FONC.LYONNAISE,FR
936821,FR0000033441,SILEC,FR
772575,FR0000033565,AFE,FR
885562,FR0000033599,LEXIBOOK,FR
755058,FR0000033763,GEP GROUPE PASQUIER,FR
745175,FR0000033771,NISSAN FRANCE,FR
745296,FR0000033797,CET EX-IGF,FR
997566,FR0000033888,GEVELOT,FR
755190,FR0000033904,JACQUET METALS SA,FR
755344,FR0000033912,ONET,FR
772602,FR0000033946,CREDIT DE L'EST,FR
755369,FR0000033953,MARBEN,FR
885576,FR0000034316,SYNCHRONY LOGISTIQUE,FR
504410,FR0000034407,LAMBERT-RIVIERE,FR
772304,FR0000034415,PARFINANCE,FR
756334,FR0000034431,FONCIERE DE PARIS,FR
756230,FR0000034548,UNION FINC.FRANC.SA,FR
885606,FR0000034605,AIROX,FR
936842,FR0000034621,TLD GROUP,FR
756882,FR0000034639,ALTRAN TECHNOLOGIES,FR
776566,FR0000034662,UNILOG,FR
776563,FR0000034787,SIACO,FR
756889,FR0000034795,ROCANI,FR
776562,FR0000034811,SERIBO,FR
936669,FR0000034894,GAUMONT,FR
885660,FR0000034944,BD LEASE,FR
936673,FR0000035008,COFIGEO CIE.FINC.GEO SA,FR
981736,FR0000035040,COFIXEL,FR
772639,FR0000035123,FINATIS,FR
749880,FR0000035164,BENETEAU,FR
885745,FR0000035222,IDP,FR
885722,FR0000035263,LAFUMA,FR
885742,FR0000035305,BD MULTI MEDIA,FR
885741,FR0000035370,BASTIDE CONFORT MEDICAL,FR
936603,FR0000035404,CEDEST,FR
772604,FR0000035420,CROMETAL,FR
885743,FR0000035487,EUROMAN,FR
885810,FR0000035495,CREATIFS EXPOSITIONS,FR
997896,FR0000035511,FONCINA,FR
885836,FR0000035529,DAXEL,FR
740565,FR0000035560,CFC (FIN.CARDANS),FR
885838,FR0000035602,SAIRP COMPOSITES,FR
885848,FR0000035677,LCA FRANCE,FR
936865,FR0000035719,ELEEXD.MADAG.SA,FR
885924,FR0000035743,ETAM DEVELOPPEMENT,FR
885893,FR0000035750,ROUSSELET CENTRIFUGATION,FR
885897,FR0000035776,ENTRELEC GROUP,FR
885909,FR0000035784,EVERGREEN SA,FR
885927,FR0000035800,NETRA SYSTEMS,FR
885926,FR0000035818,ESKER SA,FR
936555,FR0000035883,ARBEL,FR
776564,FR0000035958,SOGEPARC,FR
776525,FR0000035974,HTL.LUTETIA-CONCORDE,FR
929214,FR0000036030,COMPT.LYON ALD.LOUYOT,FR
936943,FR0000036105,AFFINE R E,FR
885951,FR0000036113,DELMON INDUSTRIE,FR
929364,FR0000036121,CAVES ROQUEFORT,FR
885983,FR0000036162,CYBERNETIX,FR
936846,FR0000036196,GTI GL.TRAN.IND.,FR
885954,FR0000036220,SERP RECYCLAGE,FR
892048,FR0000036287,DUC,FR
885995,FR0000036295,CGF GALLET,FR
930054,FR0000036303,LUCIA,FR
885999,FR0000036410,LABORATOIRES CORNEAL,FR
892047,FR0000036428,REP,FR
945214,FR0000036436,DAUPHIN OTA,FR
998038,FR0000036451,PRIMISTERES REYNOIRD,FR
776589,FR0000036543,GENEFIM,FR
892198,FR0000036634,ALDETA,FR
741672,FR0000036642,NORD EST,FR
929707,FR0000036659,PLM,FR
892069,FR0000036667,OMNICOM,FR
892199,FR0000036675,GROUPE CRIT,FR
936686,FR0000036725,IMMOBILIERE BETELGEUSE,FR
892259,FR0000036774,DANE-ELEC MEMORY,FR
936572,FR0000036808,BNP INTERCONTINENTAL,FR
936843,FR0000036816,TOUR EIFFEL,FR
936699,FR0000036857,INTL.PLTNS.D HEVEAS,FR
936739,FR0000036865,MEUNERIE FSE.DE,FR
936454,FR0000036899,ORSAN,FR
929197,FR0000036923,AGACHE,FR
892350,FR0000036931,GENERAL RECYCLAGE SA,FR
929184,FR0000036949,BON MARCHE,FR
936470,FR0000036972,ECIA,FR
776533,FR0000036980,IMMOB.HOTELIERE,FR
729570,FR0000037046,MONTUPET,FR
772601,FR0000037079,CODETOUR,FR
923848,FR0000037202,TAITTINGER SA,FR
912329,FR0000037210,FONCIERE MASSENA,FR
504409,FR0000037269,LABORATOIRES DOLISOS,FR
946086,FR0000037301,GEL 2000,FR
504137,FR0000037384,NAVIGATION NALE.DE,FR
892783,FR0000037392,NERGECO,FR
892796,FR0000037400,NEWTECH INTERACTIVE,FR
936627,FR0000037475,CFI-COMPAGNIE FCRE.ILE.,FR
929218,FR0000037483,FONCIERE CIE.,FR
997829,FR0000037491,CENINVE,FR
772656,FR0000037509,SCAC-DELMAS-VJX.,FR
951825,FR0000037582,OCP,FR
933182,FR0000037624,FIDEI,FR
997561,FR0000037640,ROUGIER SA,FR
776489,FR0000037657,DYNELEC,FR
930029,FR0000037699,GTMH,FR
997930,FR0000037707,IMMOB.MARSEILLAISE,FR
776598,FR0000037749,VERMANDOISE DE SUCR.,FR
309018,FR0000037798,BERTIN & CIE,FR
944947,FR0000037822,CEE CONT.EQU.,FR
998030,FR0000037921,ORFEVRE CHRISTOFLE,FR
936720,FR0000037947,FIMALAC,FR
776573,FR0000037970,MUSEE GREVIN,FR
993136,FR0000037988,LOCAFINANCIERE,FR
951473,FR0000038036,GRAND MARNIER,FR
309133,FR0000038069,L'ENTREPRISE INDUST.,FR
776569,FR0000038101,LA BROSSE DUPONT,FR
776592,FR0000038176,PRODEF SA,FR
772619,FR0000038200,EUROSIC EX,FR
892200,FR0000038242,LUMIBIRD SA,FR
892981,FR0000038259,EUROFINS SCIENTIFIC AG,FR
772310,FR0000038283,GEODIS SA,FR
892982,FR0000038291,SAV.FRA.EX-OPA,FR
776522,FR0000038358,GROUPE PANTIN,FR
749875,FR0000038374,AGRICOLE POINT A PITRE,FR
936638,FR0000038390,EAUX BASSIN VICHY,FR
892987,FR0000038465,PASSAT,FR
936680,FR0000038473,GUITEL,FR
997950,FR0000038499,FONCIERE EURIS SA,FR
892986,FR0000038515,SYLIS,FR
865634,FR0000038531,HF COMPANY,FR
936641,FR0000038549,ENGRENAGES RDC.MESSIAN,FR
936856,FR0000038572,MONOPRIX,FR
772644,FR0000038606,MANITOU,FR
892797,FR0000038747,JACQUET METALS,FR
776529,FR0000038770,DUCROS SER.RAPID,FR
772681,FR0000038804,SOFIBUS PATRIMOINE,FR
879997,FR0000038887,BRIT AIR,FR
922510,FR0000038895,GERARD PASQUIER,FR
890386,FR0000038937,CIE.FINC.ST.HONORE,FR
936964,FR0000039026,EXPLOS.ET PRDS.CHIM.N,FR
890390,FR0000039034,NICOMATIC,FR
936649,FR0000039059,CFF RECYCLING,FR
776518,FR0000039075,FININFO,FR
905893,FR0000039091,ROBERTET SA,FR
890413,FR0000039109,SECHE ENVIRONNEMENT,FR
998037,FR0000039133,PALUEL-MARMONT,FR
776512,FR0000039182,COMPUTEL,FR
936966,FR0000039216,ALTAREIT,FR
890496,FR0000039224,CYRANO,FR
936560,FR0000039232,AUREA SA,FR
892805,FR0000039240,TOUPARGEL GROUPE,FR
997966,FR0000039299,BOLLORE SE,FR
929175,FR0000039307,ETEX,FR
890857,FR0000039356,CROQ 'O' PAIN,FR
999542,FR0000039539,TEISSEIRE-FRANCE,FR
890713,FR0000039547,AB SOFT,FR
912916,FR0000039588,MB ELECTRONIQUE,FR
755549,FR0000039612,BANQUE REUNION,FR
936590,FR0000039620,MERSEN (EX LCL),FR
912640,FR0000039695,POCHET SA,FR
504141,FR0000039760,WAELES SA,FR
895678,FR0000039778,EUREXIA,FR
776530,FR0000039786,ETOILE COMIT.,FR
673165,FR0000039844,AES LABORATOIRES GPE,FR
259152,FR0000044414,NEXO SA,FR
259207,FR0000044422,CARRERE GROUP,FR
259181,FR0000044448,NEXANS SA,FR
259250,FR0000044471,RAMSAY GEN SANTE,FR
259324,FR0000044489,SETFORGE,FR
259323,FR0000044497,SAM,FR
259267,FR0000044513,NOMATICA,FR
259170,FR0000044521,DOMATEAM AUD,FR
259326,FR0000044547,CRCAM AQUITAINE,FR
259355,FR0000044554,BEGHIN-SAY,FR
259360,FR0000044562,CEREOL,FR
259364,FR0000044588,PROVIMI SA,FR
259260,FR0000044612,AFONE PARTICIPATIONS SA,FR
14867P,FR0000044679,THE MARKETINGROUP SA,FR
259436,FR0000044745,EVERSET,FR
14652X,FR0000044885,IDEOM,FR
692702,FR0000044901,INTERCALL,FR
258061,FR0000044943,LOGIC INSTRUMENT SA,FR
14767D,FR0000045023,GINGER SA,FR
14866R,FR0000045072,CREDIT AGRICOLE SA,FR
504504,FR0000045163,CREDIT AGRICOLE BRIE,FR
